id,Country,City,Line,Phase,Start year,End year,RR?,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform Length (Meters),Max Speed (km/hr),Track Gauge (mm),Overhead?,Source1,Cost,Currency,Year,PPP rate,Real cost,Cost/km (Millions),Cheap?,Clength,Ctunnel,Anglo?,Inflation Index,Real cost (2023 $),Cost/km (2023 $),Source2,Reference,TrainType
518,CN,Foshan,Guangfo Line,,2007,2011,0,32.16,1,32.16,0,0,21,78,80,1435,1,,14519,CNY,2009,0.3172615003,4606.319722,143.2313346,0,0,0,0,1.27225576,5860.416801,182.2268906,,http://www.guangfometro.cn/Pages/Company/Default.aspx,MRT
519,CN,Chengdu,Line 18,Phase 3,2019,2024,0,14.29,1,14.29,0,0,7,,80,1435,1,Plan,14656,CNY,2022,0.2486408669,3644.080545,255.0091354,0,0,0,0,1.015482418,3700.499724,258.9572935,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf,MRT
520,TW,Taipei,Wanda Line,Phase 2 + extension,2021,2028,0,13.3,0.2105263158,2.8,10.5,0,13,,90,1435,0,Media,55530,TWD,2025,0.2170357515,12051.99528,906.1650587,0,0,0,0,0.9704095582,11695.37142,879.3512342,Media,http://www.taipeitimes.com/News/taiwan/archives/2018/05/03/2003692436,MRT
521,CA,Montreal,Blue Line,extension,2020,2026,0,5.8,1,5.8,0,0,5,,80,1435,0,Media,4500,CAD,2023,0.8162985432,3673.343445,633.3350766,0,0,0,1,1,3673.343445,633.3350766,Media,https://montrealgazette.com/news/local-news/montreal-metro-green-light-for-blue-line-extension,Light Rail
522,BR,Sao Paulo,Line 5,extension,2010,2019,0,12,1,12,0,0,11,,80,1435,1,Wiki,6900,BRL,2015,0.5028122288,3469.404379,289.1170316,0,0,0,0,1.151588005,3995.324465,332.9437054,Trade,https://www.bnamericas.com/en/news/brazil-metro-cost-overruns-top-us9bn1,MRT
523,CN,Wuhan,Line 8,Phase 2,2016,2021,0,17.6,1,17.6,0,0,12,184,80,1435,1,,14670,CNY,2019,0.2376233859,3485.935072,198.0644927,0,0,0,0,1.067625506,3721.673196,211.4587043,Trade,http://www.rail-transit.com/project/show.php?itemid=272,MRT
524,PH,Manila,Line 7,,2015,2021,0,22.8,0.149122807,3.4,19.4,0,14,,60,1435,0,Measured,69300,PHP,2018,0.05092160946,3528.867535,154.7748919,0,0,0,0,1.08697063,3835.775369,168.2357618,Trade,https://www.railwaygazette.com/news/single-view/view/manila-metro-line-7-breaks-ground.html,MRT
525,EC,Quito,Metro,,2012,2019,0,22.9,1,22.9,0,0,15,,80,1435,1,Wiki,2010,USD,2016,1.820808567,3659.825219,159.8176952,0,0,0,0,1.137241556,4162.105326,181.7513243,Plan,http://documents.worldbank.org/curated/en/872611529897472449/pdf/Ecuador-PP-06052018.pdf,Light Rail
526,CN,Dongguan,Line 2,Phase 3,2022,2027,0,17.5,0.96,16.8,0.7,0,9,117,80,1435,1,,14690,CNY,2025,0.2486408669,3652.534334,208.7162477,0,0,0,0,0.9704095582,3544.454229,202.5402417,Trade,https://finance.sina.com.cn/jjxw/2022-08-26/doc-imizmscv7763110.shtml?finpagefr=p_115,MRT
527,CN,Nanjing,Line S2 Nanjing-Ma'anshan,Nanjing section,2021,2026,1,26.5,0.5173584906,13.71,12.79,0,8,117,120,1435,1,,14698,CNY,2024,0.2486408669,3654.523461,137.9065457,0,0,0,0,0.9849825932,3599.641996,135.835547,,http://www.rail-transit.com/project/show.php?itemid=647,MRT
528,CN,Guangzhou,Line 2 and 8 ,Extension,2007,2010,0,28.55,1,28.55,0,0,22,138,80,1435,1,map,14729,CNY,2009,0.3172615003,4672.944637,163.6758192,0,0,0,0,1.27225576,5945.180733,208.2375038,,https://www.ndrc.gov.cn/fzggw/jgsj/tzs/sjdt/200706/t20070622_1192155.html,MRT
529,CN,Luoyang,Line 2,,2022,2027,0,18.216,1,18.216,0,0,15,117,80,1435,1,,14832.21,CNY,2025,0.2486408669,3687.893552,202.4535327,0,0,0,0,0.9704095582,3578.767152,196.4628432,,http://www.rail-transit.com/project/show.php?itemid=164,MRT
530,CN,Changzhou,Line 2,Phase 3,2021,2026,0,19.79,1,19.79,0,0,15,117,80,1435,1,,14864,CNY,2024,0.2486408669,3695.797845,186.7507754,0,0,0,0,0.9849825932,3640.296545,183.946263,,http://www.rail-transit.com/project/show.php?itemid=41,MRT
531,CN,Ningbo,Line 3,Phase 1,2014,2019,0,16.73,1,16.73,0,0,15,117,80,1435,1,,14870,CNY,2017,0.239016533,3554.175846,212.4432663,0,0,0,0,1.11351964,3957.644607,236.5597494,,http://www.rail-transit.com/project/show.php?itemid=320,MRT
532,CN,Nanjing,Line S3,Nanjing-He County,2021,2026,0,36.26,0.8,29.008,7.252,0,11,117,80,1435,1,,14980,CNY,2024,0.2486408669,3724.640186,102.7203581,0,0,0,0,0.9849825932,3668.705749,101.1777647,,http://www.rail-transit.com/project/show.php?itemid=727,MRT
533,CN,Guangzhou,Line 8,Northern Extension,2017,2023,0,20,1,20,0,0,9,138,80,1435,1,,15083,CNY,2020,0.239311224,3609.531192,180.4765596,0,0,0,0,1.054614889,3806.665337,190.3332669,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201703/W020190910670680927090.pdf,MRT
534,TH,Bangkok,Brown Line,,2020,2027,0,22.1,0,0,22.1,0,18,,80,0,0,Plan,48386,THB,2024,0.08533839805,4129.183728,186.8408927,0,0,0,0,0.9849825932,4067.174096,184.035027,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/brownline/,Monorail
535,CN,Nantong,Line 2,,2020,2025,0,20.85,1,20.85,0,0,17,117,80,1435,1,,15119.64,CNY,2023,0.2486408669,3759.360396,180.305055,0,0,0,0,1,3759.360396,180.305055,,http://www.rail-transit.com/project/show.php?itemid=339,MRT
536,CN,Taiyuan,Line 2,Phase 1,2012,2016,0,25.1,1,25.1,0,0,23,,80,1435,1,Plan,15139,CNY,2014,0.2660388151,4027.561621,160.4606224,0,0,0,0,1.152954912,4643.596955,185.0038627,Media,http://finance.sina.com.cn/roll/20120905/131013052588.shtml,MRT
537,TW,Taichung,Green Line,,2010,2020,0,16.7,0,0,16.7,0,18,,90,1435,0,Plan,59337,TWD,2015,0.194665259,11550.85247,691.6678126,0,0,0,0,1.151588005,13301.82315,796.5163562,Plan,https://www.rb.gov.tw/en/showpage.php?lmenuid=24&smenuid=75,MRT
538,CN,Xiamen,Line 3,Phase 2,2016,2020,0,22.6,0.7433628319,16.8,5.8,0,13,,80,1435,1,Plan,15154,CNY,2018,0.2364514501,3583.185275,158.548021,0,0,0,0,1.08697063,3894.817157,172.3370424,Plan,http://www.gov.cn/xinwen/2016-10/13/5118393/files/fc4eeffb973d4e0297ef1fb6bcaa4e73.pdf,MRT
539,ES,Madrid,1999-2003 program,,1999,2003,0,75,0.7733333333,58,17,0,39,,80,1445,1,Trade,3157,EUR,2001,1.337620854,4222.869036,56.30492048,1,75,58,0,1.541196692,6508.271787,86.77695716,Trade,https://tunnelbuilder.com/metrosur/edition2pdf/page2.pdf,MRT
540,CN,Guangzhou,Line 3,Phase 1,2001,2005,0,35.86,1,35.86,0,0,18,117,80,1435,1,,15300,CNY,2003,0.3692755368,5649.915713,157.5548163,0,0,0,0,1.483401816,8381.095226,233.7171006,,http://drc.gd.gov.cn/zdxm5665/content/post_851139.html,MRT
541,IN,Mumbai,Line 5,,2017,2024,0,24.9,0,0,24.9,0,16,,80,1435,1,Plan,84165,INR,2021,0.04307505402,3625.411921,145.5988723,0,0,0,0,1.007292077,3651.848704,146.6605905,Plan,https://mmrda.maharashtra.gov.in/metro-line-5#,MRT
542,KR,Seoul,Sin Ansan Line,,2019,2025,0,44.7,1,44.7,0,0,15,,80,1435,1,,3300000,KRW,2022,0.001202008643,3966.628523,88.73889314,1,44.7,44.7,0,1.015482418,4028.041526,90.11278581,,https://www.yna.co.kr/view/AKR20190822028500003,MRT
543,CN,Beijing,Line 7,Phase 2 (Eastern Extension),2016,2020,0,17.2,1,17.2,0,0,9,,100,1435,0,Plan,15330,CNY,2018,0.2364514501,3624.800731,210.7442285,0,0,0,0,1.08697063,3940.051935,229.0727869,Media,https://zh.wikisource.org/zh-hans/%E5%8C%97%E4%BA%AC%E5%B8%82%E5%9F%8E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A%E7%AC%AC%E4%BA%8C%E6%9C%9F%E5%BB%BA%E8%AE%BE%E8%A7%84%E5%88%92%EF%BC%882015%EF%BD%9E2021%E5%B9%B4%EF%BC%89,MRT
544,CN,Chongqing,Line 24,Phase 3,2021,2026,0,18.9,1,18.9,0,0,12,117,80,1435,1,,15364,CNY,2024,0.2486408669,3820.118278,202.1226602,0,0,0,0,0.9849825932,3762.750008,199.087302,,http://www.rail-transit.com/project/show.php?itemid=521,MRT
545,CN,Beijing,Line 4,,2004,2009,0,28.2,0.9516666667,26.837,1.363,0,24,117,100,1435,0,Media,15380,CNY,2007,0.33272168,5117.259438,181.4631006,0,0,0,0,1.316404463,6736.38316,238.8788355,Media,http://zizhan.mot.gov.cn/zhuantizhuanlan/qita/quanqiuhuanjingjijin/zhishigongxiang/201601/P020160125565596507649.pdf,MRT
546,CN,Changchun,Line 2,,2018,2021,0,22.8,1,22.8,0,0,19,117,80,1435,1,,15400,CNY,2020,0.239311224,3685.39285,161.6400373,0,0,0,0,1.054614889,3886.670172,170.46799,,http://www.rail-transit.com/project/show.php?itemid=231,MRT
547,CN,Guiyang,S1,Phase 6,2016,2020,0,28.5,0.5298245614,15.1,13.4,0,12,,80,1435,1,Plan,15479,CNY,2018,0.2364514501,3660.031997,128.4221753,0,0,0,0,1.08697063,3978.347286,139.5911329,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=362,MRT
548,CN,Nanning,Line 2,Phase 1,2014,2017,0,21.2,1,21.2,0,0,18,117,80,1435,1,,15540,CNY,2016,0.25069964,3895.872406,183.7675663,0,0,0,0,1.137241556,4430.547996,208.988113,,http://gx.sina.com.cn/news/gx/2014-01-01/00277609.html?from=gx_cnxh,MRT
549,CN,Changchun,Line 7 Phase 1,,2020,2025,0,22.5,1,22.5,0,0,19,,80,1435,1,Plan,15583,CNY,2023,0.2486408669,3874.570628,172.203139,0,0,0,0,1,3874.570628,172.203139,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/201812/W020190905514226164270.pdf; https://baike.baidu.com/item/%E9%95%BF%E6%98%A5%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A7%E5%8F%B7%E7%BA%BF/17545289,MRT
550,NL,Amsterdam,North-South Line,New,2003,2018,0,9.7,0.7319587629,7.1,0,2.6,8,,60,1435,0,Wiki,3100,EUR,2011,1.196079252,3707.845682,382.2521321,0,0,0,0,1.213422012,4499.181569,463.8331515,Media,https://www.at5.nl/artikelen/184604/zaterdag-noordzuidlijn-eindelijk-open-de-opvallendste-feiten,MRT
551,CN,Suzhou,Line 2,,2009,2014,0,26.557,0.7044846933,18.709,7.848,0,22,117,80,1435,1,,15600,CNY,2012,0.2808225179,4380.83128,164.9595692,0,0,0,0,1.188819978,5208.019746,196.1072315,,http://www.tranbbs.com/Advisory/Rail/Advisory_84459.shtml,MRT
552,SA,Riyadh,Green,,2015,2016,0,12.9,0.9302325581,12,0.9,0,11,,90,1435,0,Trade,8325,SAR,2016,0.6101579089,5079.564591,393.764697,0,0,0,0,1.137241556,5776.691938,447.8055766,Trade,https://www.fastmetroriyadh.com/ar/%d8%a7%d9%84%d8%ae%d8%b1%d9%8a%d8%b7%d8%a9-2/,MRT
553,CN,Hangzhou,Line 9,Phase 8,2017,2022,0,17.8,1,17.8,0,0,14,,80,1435,1,Plan,15657,CNY,2020,0.239311224,3746.895834,210.499766,0,0,0,0,1.054614889,3951.532135,221.9961873,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201612/W020190905497886107757.pdf,MRT
554,CN,Hangzhou,Line 10,Phase 1,2018,2022,0,15.184,1,15.184,0,0,12,138,80,1435,1,,15702,CNY,2020,0.239311224,3757.664839,247.4752924,0,0,0,0,1.054614889,3962.889288,260.991128,Trade,http://www.rail-transit.com/project/show.php?itemid=133,MRT
555,CN,Wuxi,Wuxi-Yixing Intercity,Wuxi-Yixing Intercity,2022,2023,0,30,0,0,30,0,6,92,120,1435,0,,15716,CNY,2023,0.2486408669,3907.639864,130.2546621,0,0,0,0,1,3907.639864,130.2546621,,https://www.seetao.com/details/158417.html,MRT
556,CN,Beijing,Line 7,Phase 1,2009,2014,0,23.7,1,23.7,0,0,21,,100,1435,0,Plan,16000,CNY,2012,0.2808225179,4493.160287,189.5848222,0,0,0,0,1.188819978,5341.558714,225.3822242,Media,http://bj.bendibao.com/news/20141120/171344.shtm,MRT
557,CN,Wuhan,Line 2,Southern Extension,2016,2019,0,13.35,1,13.35,0,0,10,,80,1435,0,Media,16017,CNY,2018,0.2364514501,3787.242877,283.688605,0,0,0,0,1.08697063,4116.621777,308.3611818,Media,https://baike.baidu.com/reference/17605858/8a2eRI10Oo3jPyB3RZawIu33fUj3OmCx5fKTFCUCJXoq4BKXZ94NcZoLUG7NPyweTNKYwYHoa5qBIK1P24XE4PGoXEqagKR9-p1ks_BmNh00igM,MRT
558,CN,Wuhan,Line 21,,2014,2018,0,33.7,0.7181008902,24.2,9.5,0,15,,80,1435,1,Plan,16107,CNY,2016,0.25069964,4038.019102,119.8225253,0,0,0,0,1.137241556,4592.203125,136.2671551,Plan,http://img.thupdi.com/news/2015/08/1440573393290975.pdf,MRT
559,CN,Hefei,Line 8,Phase 9,2019,2024,0,23,1,23,0,0,12,,80,1435,1,Plan,16201,CNY,2022,0.2486408669,4028.230684,175.1404645,0,0,0,0,1.015482418,4090.597437,177.8520625,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921,MRT
560,CN,Guangzhou,Line 7,Phase 2,2018,2022,0,21.8,1,21.8,0,0,11,,80,1435,1,Plan,16235,CNY,2020,0.239311224,3885.217722,178.2209964,0,0,0,0,1.054614889,4097.408457,187.9545164,Plan,http://www.gov.cn/xinwen/2017-03/23/5180079/files/d764253433a944c0a620def88bf6f446.pdf,MRT
561,CN,Urumqi,Line 2,,2016,2023,0,19.35,0.8,15.48,0,3.87,16,138,80,1435,1,,16260,CNY,2020,0.239311224,3891.200502,201.0956332,0,0,0,0,1.054614889,4103.717986,212.0784489,,http://www.rail-transit.com/project/show.php?itemid=130,MRT
562,CN,Xuzhou,Line 1,,2014,2019,0,21.967,0.9557973324,20.996,0.971,0,18,117,80,1435,1,Media,16278,CNY,2017,0.239016533,3890.711124,177.1161799,0,0,0,0,1.11351964,4332.383249,197.2223448,Trade,http://www.rail-transit.com/project/show.php?itemid=295,MRT
563,SA,Riyadh,Yellow,,2014,2020,0,29.6,0,0,29.6,0,8,,90,1435,0,Trade,8512.5,SAR,2017,0.606418209,5162.135004,174.3964529,0,0,0,0,1.11351964,5748.13871,194.1938753,Trade,https://www.fastmetroriyadh.com/about/our-lines/,MRT
564,CN,Changsha,Line 5,Phase 1,2014,2021,0,22.7,1,22.7,0,0,18,117,80,1435,1,Plan,16393,CNY,2018,0.2364514501,3876.148622,170.7554459,0,0,0,0,1.08697063,4213.259711,185.6061547,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/zcs/sjdt/201212/t20121224_1145294.html,MRT
565,CN,Nanning,Line 5 Phase 1,Phase 1,2016,2021,0,20.22,1,20.22,0,0,17,117,80,1435,1,,16400,CNY,2019,0.2376233859,3897.023529,192.731134,0,0,0,0,1.067625506,4160.561719,205.7646745,Trade,http://www.rail-transit.com/project/show.php?itemid=42,MRT
566,KR,Seoul,Line 9,Phase 1,2002,2009,0,25.1,0.9561752988,24,1.1,0,25,160,80,1435,1,,3464064,KRW,2006,0.001294974193,4485.873483,178.7200591,1,25.1,24,0,1.353898482,6073.417302,241.9688168,,https://www.researchgate.net/publication/270429893_Delivery_of_subway_line_9_in_Seoul_South_Korea_-_lessons_in_public-private_partnering,MRT
567,CN,Hefei,Line 1,Phase 1+2,2012,2016,0,24.58,1,24.58,0,0,26,117,80,1435,1,Measured,16496,CNY,2014,0.2660388151,4388.576293,178.5425669,0,0,0,0,1.152954912,5059.830594,205.8515295,Media,https://www.sohu.com/a/112444814_268310,MRT
568,CN,Nanning,Wuming Line,,2021,2026,0,53.2,0.1992481203,10.6,42.6,0,13,117,120,1435,1,,16500,CNY,2024,0.2486408669,4102.574303,77.11605833,0,0,0,0,0.9849825932,4040.964276,75.95797511,,http://www.rail-transit.com/project/show.php?itemid=587,MRT
569,IN,Agra,Lines 1 and 2,,2016,2023,0,29.65,0.2590556492,7.681,21.969,0,27,,80,1435,0,,83796,INR,2020,0.04547830167,3810.899766,128.5295031,0,0,0,0,1.054614889,4019.031635,135.5491276,,https://www.indiatoday.in/india/story/pm-modi-to-virtually-inaugurate-construction-of-rs-8-000-crore-agra-metro-project-on-december-7-1746997-2020-12-05,MRT
570,CN,Guangzhou,Line 8,Eastern Extension,2023,2026,0,18,1,18,0,0,7,138,80,1435,1,,16576,CNY,2025,0.2486408669,4121.471009,228.9706116,0,0,0,0,0.9704095582,3999.514861,222.1952701,,https://new.qq.com/omn/20210623/20210623A096ZY00.html,MRT
571,CN,Chengdu,Line 27,Phase 1,2019,2024,0,24.86,0.6979082864,17.35,7.51,0,17,117,80,1435,1,,16587,CNY,2022,0.2486408669,4124.206059,165.897267,0,0,0,0,1.015482418,4188.058742,168.4657579,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201908/W020190905497973740066.pdf,MRT
572,CN,Shenyang,Line 4,Phase 1,2019,2023,0,34.2,1,34.2,0,0,23,117,80,1435,1,,16632,CNY,2021,0.238814981,3971.970763,116.139496,0,0,0,0,1.007292077,4000.934679,116.9863941,,http://www.rail-transit.com/project/show.php?itemid=216,MRT
573,BR,Sao Paulo,Line 6,phase 1,2015,2023,0,15.9,0.8427672956,13.4,2.5,0,15,,80,1435,1,Trade,9600,BRL,2019,0.4386601739,4211.13767,264.8514258,0,0,0,0,1.067625506,4495.917987,282.7621375,Trade,https://www.railjournal.com/passenger/metros/revival-of-sao-paulo-metro-line-6-orange-project-a-step-closer/,MRT
574,CN,Urumqi,Line 4 Phase 1,,2018,2023,0,20.556,1,20.556,0,0,16,138,80,1435,1,,16787,CNY,2021,0.238814981,4008.987085,195.0275873,0,0,0,0,1.007292077,4038.220927,196.4497435,,http://www.rail-transit.com/project/show.php?itemid=195,MRT
575,TW,Taipei,Neihu Line,,2002,2009,0,14.8,0.2567567568,3.8,11,0,12,,90,1880,0,Measured,63714,TWD,2006,0.2816768828,17946.76091,1212.61898,0,0,0,0,1.353898482,24298.09236,1641.762997,Plan,https://web.archive.org/web/20160420112521/http://www2.dorts.gov.tw/news/newsletter/ns259/rp259_02.htm,MRT
576,CN,Shenzhen,Line 6,Phase 1,2015,2020,0,37.626,0.345771541,13.01,24.616,0,20,138,80,1435,1,Plan,16800,CNY,2018,0.2364514501,3972.384362,105.5755159,0,0,0,0,1.08697063,4317.865134,114.7574851,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/ghwb/201707/W020190905497930956563.pdf,MRT
577,CN,Xuzhou,Line 5 Phase 1,Phase 1,2011,2014,0,24.6,1,24.6,0,0,20,,80,1435,1,Plan,16830,CNY,2013,0.2729522102,4593.785697,186.739256,0,0,0,0,1.171658006,5382.345789,218.7945443,Plan,https://www.ndrc.gov.cn/xxgk/zcfb/tz/202002/P020200210345113822478.pdf,MRT
578,CN,Shenzhen,Line 3,,2007,2010,0,41.5,0.4462650602,18.52,22.98,0,30,,80,1435,1,Plan,16858,CNY,2009,0.3172615003,5348.394371,128.8769728,0,0,0,0,1.27225576,6804.525548,163.964471,Plan,http://fgw.sz.gov.cn/zwgk/qt/tzgg/201902/P020190226346098115982.pdf,MRT
579,CN,Hefei,Line 7 Phase 1,,2019,2025,0,21,1,21,0,0,17,,80,1435,1,Plan,16881,CNY,2022,0.2486408669,4197.306473,199.8717368,0,0,0,0,1.015482418,4262.290928,202.9662347,Plan,http://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=16921,MRT
580,CN,Xuzhou,Line 2,,2020,2025,0,24.15,1,24.15,0,0,20,117,80,1435,1,Trade,16957,CNY,2023,0.2486408669,4216.203179,174.5839826,0,0,0,0,1,4216.203179,174.5839826,Trade,http://www.rail-transit.com/project/show.php?itemid=264,MRT
581,CN,Wuhan,Line 16,,2020,2025,0,33,0.3848484848,12.7,20.3,0,12,138,80,1435,1,,16974,CNY,2023,0.2486408669,4220.430074,127.8918204,0,0,0,0,1,4220.430074,127.8918204,Trade,http://www.rail-transit.com/project/show.php?itemid=184,MRT
582,CN,Jiaxing,Hujia Regional Railway,Zhejiang section,2020,2025,1,35.01,0,0,0,35.01,8,184,120,1435,1,,17000,CNY,2023,0.2486408669,4226.894737,120.7339256,0,0,0,0,1,4226.894737,120.7339256,Trade,http://www.rail-transit.com/project/show.php?itemid=379,MRT
583,CN,Lanzhou,Line 4,Phase 1,2019,2024,0,26.8,1,26.8,0,0,11,,80,1435,1,,17062,CNY,2022,0.2486408669,4242.31047,158.2951668,0,0,0,0,1.015482418,4307.991696,160.7459588,,http://www.rail-transit.com/project/show.php?itemid=167,MRT
584,CN,Chengdu,Line 17,Phase 1,2019,2021,0,26.14,0.7895944912,20.64,5.5,0,9,184,80,1435,1,,17151,CNY,2020,0.239311224,4104.426803,157.0170927,0,0,0,0,1.054614889,4328.589618,165.5925638,,http://www.rail-transit.com/project/show.php?itemid=76,MRT
585,CN,Wuhan,Line 19,,2019,2023,0,20.6,1,20.6,0,0,6,,80,1435,1,Plan,17190,CNY,2021,0.238814981,4105.229523,199.2829865,0,0,0,0,1.007292077,4135.165172,200.7361734,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,MRT
586,PA,Panama City,Line 2,,2015,2019,0,21,0,0,21,0,16,,70,1435,1,Trade,2066.1,PAB,2017,2.010169575,4153.21136,197.7719695,0,0,0,0,1.11351964,4624.682417,220.2229722,Trade,https://www.railjournal.com/regions/central-south-america/panama-city-metro-line-2-inaugurated/,MRT
587,CN,Shijiazhuang,Line 4,,2020,2025,0,24.4,1,24.4,0,0,21,,80,1435,1,,17201,CNY,2023,0.2486408669,4276.871551,175.2816209,0,0,0,0,1,4276.871551,175.2816209,Trade,http://www.rail-transit.com/project/show.php?itemid=573,MRT
588,HK,Hong Kong,Island Line,,1981,1986,0,12.5,0.84,10.5,2,0,14,200,80,1432,0,Plan,8748,HKD,1984,0.1937984496,1695.348837,135.627907,0,0,0,0,2.627006103,4453.691741,356.2953393,Plan,https://mmis.hkpl.gov.hk///c/portal/cover?c=QF757YsWv59%2F9WIUSQ5l7xsxoWQ4dkCT#.YW1js87Ueak.link,MRT
589,CN,Guiyang,S2,Phase 1 North,2017,2021,0,30.32,0.746701847,22.64,7.68,0,13,117,80,1435,1,,17252.45,CNY,2019,0.2376233859,4099.585585,135.2106064,0,0,0,0,1.067625506,4376.822136,144.3542921,Trade,http://www.rail-transit.com/project/show.php?itemid=113,MRT
590,CN,Nanning,Line 4 Phase 1,Phase 1,2015,2019,0,24.98,1,24.98,0,0,19,117,80,1435,1,,17330,CNY,2017,0.239016533,4142.156517,165.8189158,0,0,0,0,1.11351964,4612.372632,184.6426194,Trade,http://www.rail-transit.com/project/show.php?itemid=211,MRT
591,CN,Fuzhou,Line 1,Phase 1,2009,2017,0,24.6,1,24.6,0,0,21,117,80,1435,1,,17337,CNY,2013,0.2729522102,4732.172468,192.3647345,0,0,0,0,1.171658006,5544.487757,225.3856812,,http://www.fzmtr.com/cms/pages/680468206126290000/attachments/%E9%99%84%E4%BB%B63%EF%BC%9A%E7%A6%8F%E5%B7%9E%E5%B8%82%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9A1%E5%8F%B7%E7%BA%BF%E5%B7%A5%E7%A8%8B%EF%BC%88%E4%B8%80%E6%9C%9F%EF%BC%89%E5%8C%97%E6%AE%B5%E5%8F%8A%E5%85%A8%E7%BA%BF%E7%AB%A3%E5%B7%A5%E7%8E%AF%E5%A2%83%E4%BF%9D%E6%8A%A4%E9%AA%8C%E6%94%B6%E4%BC%9A%E9%AA%8C%E6%94%B6%E6%84%8F%E8%A7%81.pdf,MRT
592,CA,Toronto,Eglinton Crosstown,,2011,2022,0,19,0.5263157895,10,0,9,25,,80,1435,1,Plan,5300,CAD,2017,0.8248756088,4371.840726,230.0968803,0,0,0,1,1.11351964,4868.13051,256.2173953,Trade,https://www.railwayage.com/news/eglinton-crosstown-behind-schedule/,Light Rail
593,CN,Wuxi,Line 2,Phase 1,2010,2014,0,26.3,0.7452471483,19.6,6.7,0,20,117,80,1435,0,,17487,CNY,2012,0.2808225179,4910.743371,186.7202803,0,0,0,0,1.188819978,5837.989827,221.9767995,,http://m.thepaper.cn/kuaibao_detail.jsp?contid=4947698&from=kuaibao,MRT
594,CN,Dongguan,Line 1,Feeder Phase 1,2022,2027,0,25.56,1.001564945,25.6,0,0,10,,80,1435,1,Plan,17499,CNY,2025,0.2486408669,4350.966529,170.2256076,0,0,0,0,0.9704095582,4222.219507,165.1885566,Plan,https://baijiahao.baidu.com/s?id=1638089292564878111&wfr=spider&for=pc,MRT
595,CN,Qingdao,Line 3,,2010,2015,0,25,1,25,0,0,22,117,80,1435,0,,17500,CNY,2013,0.2729522102,4776.663678,191.0665471,0,0,0,0,1.171658006,5596.616239,223.8646496,,https://ditie.mapbar.com/qingdao/news/37965.html,MRT
596,TH,Bangkok,Yellow Line,,2017,2022,0,30.4,0,0,30.4,0,23,,80,0,0,Wiki,54768,THB,2020,0.08128393022,4451.75829,146.4394174,0,0,0,0,1.054614889,4694.890575,154.43719,Plan,https://www.mrta.co.th/en/projectelectrictrain/bangkok-and-vicinities/yellowline/,Monorail
597,RO,Cluj-Napoca,Line 1,,2023,2031,0,21,1,21,0,0,19,,65,1435,0,Media,9000,RON,2027,0.5621761163,5059.585047,240.9326213,0,0,0,0,0.9425199756,4768.759975,227.0838083,Media,https://www.romania-insider.com/cluj-napoca-subway-contract-signed-may-2023,MRT
598,CN,Wuhan,Line 7,Northern Extension,2019,2023,0,33.6,0.4047619048,13.6,20,0,9,,80,1435,1,Plan,17559,CNY,2021,0.238814981,4193.352251,124.8021503,0,0,0,0,1.007292077,4223.930498,125.7122172,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,MRT
599,CN,Xiamen,Line 2,Phase 1,2015,2019,0,25.2,1,25.2,0,0,19,117,80,1435,1,,17620,CNY,2017,0.239016533,4211.471312,167.1218774,0,0,0,0,1.11351964,4689.556017,186.0934927,,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145854.html,MRT
600,CN,Shanghai,Line 12 West Extension,,2022,2027,0,17.3,1,17.3,0,0,6,184,80,1435,1,,17630,CNY,2025,0.2486408669,4383.538483,253.3837273,0,0,0,0,0.9704095582,4253.827642,245.8859909,,seetao.com/details/179710.html,MRT
601,CN,Wuhan,Xingang,,2021,2025,0,30.2,0.8410596026,25.4,4.8,0,11,,120,1435,1,Plan,17681,CNY,2023,0.2486408669,4396.219167,145.5701711,0,0,0,0,1,4396.219167,145.5701711,Plan,http://www.gov.cn/xinwen/2019-01/06/5355294/files/c3d503decf1d4b6b924324b210ee0f1a.pdf,MRT
